Treatment Function Code,Metric,Category,Waiting Bands,Count
Dermatology Service,IMD,10,Over 52 Weeks,1520
Dermatology Service,IMD,10,Total,45860
Dermatology Service,IMD,2,Unknown Clock Start,30
Dermatology Service,IMD,2,01 To 18 Weeks,20210
Dermatology Service,IMD,2,18 To 52 Weeks,12700
Dermatology Service,IMD,2,Over 52 Weeks,870
Dermatology Service,IMD,2,Total,33815
Dermatology Service,IMD,3,Unknown Clock Start,35
Dermatology Service,IMD,3,01 To 18 Weeks,22885
Dermatology Service,IMD,3,18 To 52 Weeks,13830
Dermatology Service,IMD,3,Over 52 Weeks,1020
Dermatology Service,IMD,3,Total,37770
Dermatology Service,IMD,4,Unknown Clock Start,50
Dermatology Service,IMD,4,01 To 18 Weeks,24285
Dermatology Service,IMD,4,18 To 52 Weeks,13555
Dermatology Service,IMD,4,Over 52 Weeks,1185
Dermatology Service,IMD,4,Total,39075
Dermatology Service,IMD,5,Unknown Clock Start,50
Dermatology Service,IMD,5,01 To 18 Weeks,25020
Dermatology Service,IMD,5,18 To 52 Weeks,13965
Dermatology Service,IMD,5,Over 52 Weeks,1095
Dermatology Service,IMD,5,Total,40125
Dermatology Service,IMD,6,Unknown Clock Start,60
Dermatology Service,IMD,6,01 To 18 Weeks,27275
Dermatology Service,IMD,6,18 To 52 Weeks,15215
Dermatology Service,IMD,6,Over 52 Weeks,1165
Dermatology Service,IMD,6,Total,43715
Dermatology Service,IMD,7,Unknown Clock Start,85
Dermatology Service,IMD,7,01 To 18 Weeks,27035
Dermatology Service,IMD,7,18 To 52 Weeks,14730
Dermatology Service,IMD,7,Over 52 Weeks,1285
Dermatology Service,IMD,7,Total,43135
Dermatology Service,IMD,8,Unknown Clock Start,50
Dermatology Service,IMD,8,01 To 18 Weeks,27825
Dermatology Service,IMD,8,18 To 52 Weeks,15135
Dermatology Service,IMD,8,Over 52 Weeks,1390
Dermatology Service,IMD,8,Total,44405
Dermatology Service,IMD,9,Unknown Clock Start,40
Dermatology Service,IMD,9,01 To 18 Weeks,28715
Dermatology Service,IMD,9,18 To 52 Weeks,15570
Dermatology Service,IMD,9,Over 52 Weeks,1440
Dermatology Service,IMD,9,Total,45760
Dermatology Service,Sex,Female,Unknown Clock Start,265
Dermatology Service,Sex,Female,01 To 18 Weeks,136495
Dermatology Service,Sex,Female,18 To 52 Weeks,79250
Dermatology Service,Sex,Female,Over 52 Weeks,6825
Dermatology Service,Sex,Female,Total,222835
Dermatology Service,Sex,Male,Unknown Clock Start,230
Dermatology Service,Sex,Male,01 To 18 Weeks,103255
Dermatology Service,Sex,Male,18 To 52 Weeks,56525
Dermatology Service,Sex,Male,Over 52 Weeks,4630
Dermatology Service,Sex,Male,Total,164635
Ear Nose and Throat Service,Age,0-18 Years,Unknown Clock Start,25
Ear Nose and Throat Service,Age,0-18 Years,01 To 18 Weeks,47645
Ear Nose and Throat Service,Age,0-18 Years,18 To 52 Weeks,45625
Ear Nose and Throat Service,Age,0-18 Years,Over 52 Weeks,6380
Ear Nose and Throat Service,Age,0-18 Years,Total,99670
Ear Nose and Throat Service,Age,19-64 Years,Unknown Clock Start,160
Ear Nose and Throat Service,Age,19-64 Years,01 To 18 Weeks,174555
Ear Nose and Throat Service,Age,19-64 Years,18 To 52 Weeks,159670
Ear Nose and Throat Service,Age,19-64 Years,Over 52 Weeks,16435
Ear Nose and Throat Service,Age,19-64 Years,Total,350820
Ear Nose and Throat Service,Age,Over 65 Years,Unknown Clock Start,105
Ear Nose and Throat Service,Age,Over 65 Years,01 To 18 Weeks,83550
Ear Nose and Throat Service,Age,Over 65 Years,18 To 52 Weeks,68240
Ear Nose and Throat Service,Age,Over 65 Years,Over 52 Weeks,6145
Ear Nose and Throat Service,Age,Over 65 Years,Total,158045
Ear Nose and Throat Service,Ethnicity,99: Not known,Unknown Clock Start,*
Ear Nose and Throat Service,Ethnicity,99: Not known,01 To 18 Weeks,12510
Ear Nose and Throat Service,Ethnicity,99: Not known,18 To 52 Weeks,9655
Ear Nose and Throat Service,Ethnicity,99: Not known,Over 52 Weeks,1040
Ear Nose and Throat Service,Ethnicity,99: Not known,Total,23205
Ear Nose and Throat Service,Ethnicity,A: British,Unknown Clock Start,240
Ear Nose and Throat Service,Ethnicity,A: British,01 To 18 Weeks,214575
Ear Nose and Throat Service,Ethnicity,A: British,18 To 52 Weeks,185570
Ear Nose and Throat Service,Ethnicity,A: British,Over 52 Weeks,19680
Ear Nose and Throat Service,Ethnicity,A: British,Total,420065
Ear Nose and Throat Service,Ethnicity,B: Irish,Unknown Clock Start,*
Ear Nose and Throat Service,Ethnicity,B: Irish,01 To 18 Weeks,1610
Ear Nose and Throat Service,Ethnicity,B: Irish,18 To 52 Weeks,1330
Ear Nose and Throat Service,Ethnicity,B: Irish,Over 52 Weeks,110
Ear Nose and Throat Service,Ethnicity,B: Irish,Total,3050
Ear Nose and Throat Service,Ethnicity,C: Any other white background,Unknown Clock Start,15
Ear Nose and Throat Service,Ethnicity,C: Any other white background,01 To 18 Weeks,20785
Ear Nose and Throat Service,Ethnicity,C: Any other white background,18 To 52 Weeks,18595
Ear Nose and Throat Service,Ethnicity,C: Any other white background,Over 52 Weeks,1990
Ear Nose and Throat Service,Ethnicity,C: Any other white background,Total,41385
Ear Nose and Throat Service,Ethnicity,D: White and Black Caribbean,01 To 18 Weeks,1270
Ear Nose and Throat Service,Ethnicity,D: White and Black Caribbean,18 To 52 Weeks,1255
Ear Nose and Throat Service,Ethnicity,D: White and Black Caribbean,Over 52 Weeks,110
Ear Nose and Throat Service,Ethnicity,D: White and Black Caribbean,Total,2635
Ear Nose and Throat Service,Ethnicity,E: White and Black African,01 To 18 Weeks,730
Ear Nose and Throat Service,Ethnicity,E: White and Black African,18 To 52 Weeks,645
Ear Nose and Throat Service,Ethnicity,E: White and Black African,Over 52 Weeks,90
Ear Nose and Throat Service,Ethnicity,E: White and Black African,Total,1465
Ear Nose and Throat Service,Ethnicity,F: White and Asian,Unknown Clock Start,*
Ear Nose and Throat Service,Ethnicity,F: White and Asian,01 To 18 Weeks,1150
Ear Nose and Throat Service,Ethnicity,F: White and Asian,18 To 52 Weeks,1060
Ear Nose and Throat Service,Ethnicity,F: White and Asian,Over 52 Weeks,150
Ear Nose and Throat Service,Ethnicity,F: White and Asian,Total,2360
Ear Nose and Throat Service,Ethnicity,G: Any other mixed background,Unknown Clock Start,*
Ear Nose and Throat Service,Ethnicity,G: Any other mixed background,01 To 18 Weeks,2740
Ear Nose and Throat Service,Ethnicity,G: Any other mixed background,18 To 52 Weeks,2485
Ear Nose and Throat Service,Ethnicity,G: Any other mixed background,Over 52 Weeks,300
Ear Nose and Throat Service,Ethnicity,G: Any other mixed background,Total,5525
Ear Nose and Throat Service,Ethnicity,H: Indian,Unknown Clock Start,*
Ear Nose and Throat Service,Ethnicity,H: Indian,01 To 18 Weeks,8585
Ear Nose and Throat Service,Ethnicity,H: Indian,18 To 52 Weeks,8785
Ear Nose and Throat Service,Ethnicity,H: Indian,Over 52 Weeks,855
Ear Nose and Throat Service,Ethnicity,H: Indian,Total,18230
Ear Nose and Throat Service,Ethnicity,J: Pakistani,Unknown Clock Start,*
Ear Nose and Throat Service,Ethnicity,J: Pakistani,01 To 18 Weeks,8680
Ear Nose and Throat Service,Ethnicity,J: Pakistani,18 To 52 Weeks,8720
Ear Nose and Throat Service,Ethnicity,J: Pakistani,Over 52 Weeks,925
Ear Nose and Throat Service,Ethnicity,J: Pakistani,Total,18325
Ear Nose and Throat Service,Ethnicity,K: Bangladeshi,01 To 18 Weeks,3190
Ear Nose and Throat Service,Ethnicity,K: Bangladeshi,18 To 52 Weeks,3080
Ear Nose and Throat Service,Ethnicity,K: Bangladeshi,Over 52 Weeks,370
Ear Nose and Throat Service,Ethnicity,K: Bangladeshi,Total,6635
Ear Nose and Throat Service,Ethnicity,L: Any other Asian background,Unknown Clock Start,*
Ear Nose and Throat Service,Ethnicity,L: Any other Asian background,01 To 18 Weeks,7100
Ear Nose and Throat Service,Ethnicity,L: Any other Asian background,18 To 52 Weeks,7010
Ear Nose and Throat Service,Ethnicity,L: Any other Asian background,Over 52 Weeks,695
Ear Nose and Throat Service,Ethnicity,L: Any other Asian background,Total,14810
Ear Nose and Throat Service,Ethnicity,M: Caribbean,Unknown Clock Start,*
Ear Nose and Throat Service,Ethnicity,M: Caribbean,01 To 18 Weeks,2840
Ear Nose and Throat Service,Ethnicity,M: Caribbean,18 To 52 Weeks,2440
Ear Nose and Throat Service,Ethnicity,M: Caribbean,Over 52 Weeks,255
Ear Nose and Throat Service,Ethnicity,M: Caribbean,Total,5535
Ear Nose and Throat Service,Ethnicity,N: African,01 To 18 Weeks,5180
Ear Nose and Throat Service,Ethnicity,N: African,18 To 52 Weeks,4620
Ear Nose and Throat Service,Ethnicity,N: African,Over 52 Weeks,530
Ear Nose and Throat Service,Ethnicity,N: African,Total,10330
Ear Nose and Throat Service,Ethnicity,P: Any other Black background,01 To 18 Weeks,2245
Ear Nose and Throat Service,Ethnicity,P: Any other Black background,18 To 52 Weeks,1970
Ear Nose and Throat Service,Ethnicity,P: Any other Black background,Over 52 Weeks,230
Ear Nose and Throat Service,Ethnicity,P: Any other Black background,Total,4450
Ear Nose and Throat Service,Ethnicity,R: Chinese,Unknown Clock Start,*
Ear Nose and Throat Service,Ethnicity,R: Chinese,01 To 18 Weeks,1270
Ear Nose and Throat Service,Ethnicity,R: Chinese,18 To 52 Weeks,1115
Ear Nose and Throat Service,Ethnicity,R: Chinese,Over 52 Weeks,115
Ear Nose and Throat Service,Ethnicity,R: Chinese,Total,2505
Ear Nose and Throat Service,Ethnicity,S: Any other ethnic group,Unknown Clock Start,*
Ear Nose and Throat Service,Ethnicity,S: Any other ethnic group,01 To 18 Weeks,3810
Ear Nose and Throat Service,Ethnicity,S: Any other ethnic group,18 To 52 Weeks,3450
Ear Nose and Throat Service,Ethnicity,S: Any other ethnic group,Over 52 Weeks,355
Ear Nose and Throat Service,Ethnicity,S: Any other ethnic group,Total,7620
Ear Nose and Throat Service,Ethnicity,Z: Not stated,Unknown Clock Start,20
Ear Nose and Throat Service,Ethnicity,Z: Not stated,01 To 18 Weeks,14480
Ear Nose and Throat Service,Ethnicity,Z: Not stated,18 To 52 Weeks,12360
Ear Nose and Throat Service,Ethnicity,Z: Not stated,Over 52 Weeks,1165
Ear Nose and Throat Service,Ethnicity,Z: Not stated,Total,28025
Ear Nose and Throat Service,IMD,1,Unknown Clock Start,35
Ear Nose and Throat Service,IMD,1,01 To 18 Weeks,31195
Ear Nose and Throat Service,IMD,1,18 To 52 Weeks,28610
Ear Nose and Throat Service,IMD,1,Over 52 Weeks,3725
Ear Nose and Throat Service,IMD,1,Total,63560
Ear Nose and Throat Service,IMD,10,Unknown Clock Start,25
Ear Nose and Throat Service,IMD,10,01 To 18 Weeks,26585
Ear Nose and Throat Service,IMD,10,18 To 52 Weeks,23175
Ear Nose and Throat Service,IMD,10,Over 52 Weeks,2170
Ear Nose and Throat Service,IMD,10,Total,51955
Ear Nose and Throat Service,IMD,2,Unknown Clock Start,25
Ear Nose and Throat Service,IMD,2,01 To 18 Weeks,32230
Ear Nose and Throat Service,IMD,2,18 To 52 Weeks,28285
Ear Nose and Throat Service,IMD,2,Over 52 Weeks,3200
Ear Nose and Throat Service,IMD,2,Total,63740
Ear Nose and Throat Service,IMD,3,Unknown Clock Start,25
Ear Nose and Throat Service,IMD,3,01 To 18 Weeks,30885
Ear Nose and Throat Service,IMD,3,18 To 52 Weeks,27315
Ear Nose and Throat Service,IMD,3,Over 52 Weeks,2920
Ear Nose and Throat Service,IMD,3,Total,61150
Ear Nose and Throat Service,IMD,4,Unknown Clock Start,30
Ear Nose and Throat Service,IMD,4,01 To 18 Weeks,31095
Ear Nose and Throat Service,IMD,4,18 To 52 Weeks,27430
Ear Nose and Throat Service,IMD,4,Over 52 Weeks,2920
Ear Nose and Throat Service,IMD,4,Total,61470
Ear Nose and Throat Service,IMD,5,Unknown Clock Start,30
Ear Nose and Throat Service,IMD,5,01 To 18 Weeks,30255
Ear Nose and Throat Service,IMD,5,18 To 52 Weeks,26825
Ear Nose and Throat Service,IMD,5,Over 52 Weeks,2745
Ear Nose and Throat Service,IMD,5,Total,59855
Ear Nose and Throat Service,IMD,6,Unknown Clock Start,30
Ear Nose and Throat Service,IMD,6,01 To 18 Weeks,31035
Ear Nose and Throat Service,IMD,6,18 To 52 Weeks,27385
Ear Nose and Throat Service,IMD,6,Over 52 Weeks,2725
Ear Nose and Throat Service,IMD,6,Total,61175
Ear Nose and Throat Service,IMD,7,Unknown Clock Start,35
Ear Nose and Throat Service,IMD,7,01 To 18 Weeks,29995
Ear Nose and Throat Service,IMD,7,18 To 52 Weeks,25960
Ear Nose and Throat Service,IMD,7,Over 52 Weeks,2660
Ear Nose and Throat Service,IMD,7,Total,58645
Ear Nose and Throat Service,IMD,8,Unknown Clock Start,40
Ear Nose and Throat Service,IMD,8,01 To 18 Weeks,29385
Ear Nose and Throat Service,IMD,8,18 To 52 Weeks,25710
Ear Nose and Throat Service,IMD,8,Over 52 Weeks,2515
Ear Nose and Throat Service,IMD,8,Total,57650
Ear Nose and Throat Service,IMD,9,Unknown Clock Start,20
Ear Nose and Throat Service,IMD,9,01 To 18 Weeks,28555
Ear Nose and Throat Service,IMD,9,18 To 52 Weeks,25380
Ear Nose and Throat Service,IMD,9,Over 52 Weeks,2585
Ear Nose and Throat Service,IMD,9,Total,56540
Ear Nose and Throat Service,Sex,Female,Unknown Clock Start,165
Ear Nose and Throat Service,Sex,Female,01 To 18 Weeks,160180
Ear Nose and Throat Service,Sex,Female,18 To 52 Weeks,143040
Ear Nose and Throat Service,Sex,Female,Over 52 Weeks,14955
Ear Nose and Throat Service,Sex,Female,Total,318340
Ear Nose and Throat Service,Sex,Male,Unknown Clock Start,125
Ear Nose and Throat Service,Sex,Male,01 To 18 Weeks,134350
Ear Nose and Throat Service,Sex,Male,18 To 52 Weeks,123280
Ear Nose and Throat Service,Sex,Male,Over 52 Weeks,13110
Ear Nose and Throat Service,Sex,Male,Total,270865
Elderly Medicine Service,Age,0-18 Years,01 To 18 Weeks,55
Elderly Medicine Service,Age,0-18 Years,18 To 52 Weeks,10
Elderly Medicine Service,Age,0-18 Years,Total,65
Elderly Medicine Service,Age,19-64 Years,Unknown Clock Start,*
Elderly Medicine Service,Age,19-64 Years,01 To 18 Weeks,2305
Elderly Medicine Service,Age,19-64 Years,18 To 52 Weeks,545
Elderly Medicine Service,Age,19-64 Years,Over 52 Weeks,*
Elderly Medicine Service,Age,19-64 Years,Total,2850
Elderly Medicine Service,Age,Over 65 Years,Unknown Clock Start,20
Elderly Medicine Service,Age,Over 65 Years,01 To 18 Weeks,17615
Elderly Medicine Service,Age,Over 65 Years,18 To 52 Weeks,3485
Elderly Medicine Service,Age,Over 65 Years,Over 52 Weeks,40
Elderly Medicine Service,Age,Over 65 Years,Total,21155
Elderly Medicine Service,Ethnicity,99: Not known,01 To 18 Weeks,265
Elderly Medicine Service,Ethnicity,99: Not known,18 To 52 Weeks,60
Elderly Medicine Service,Ethnicity,99: Not known,Over 52 Weeks,*
Elderly Medicine Service,Ethnicity,99: Not known,Total,325
Elderly Medicine Service,Ethnicity,A: British,Unknown Clock Start,15
Elderly Medicine Service,Ethnicity,A: British,01 To 18 Weeks,17000
Elderly Medicine Service,Ethnicity,A: British,18 To 52 Weeks,3420
Elderly Medicine Service,Ethnicity,A: British,Over 52 Weeks,35
Elderly Medicine Service,Ethnicity,A: British,Total,20470
Elderly Medicine Service,Ethnicity,B: Irish,01 To 18 Weeks,240
Elderly Medicine Service,Ethnicity,B: Irish,18 To 52 Weeks,55
Elderly Medicine Service,Ethnicity,B: Irish,Total,295
Elderly Medicine Service,Ethnicity,C: Any other white background,Unknown Clock Start,*
Elderly Medicine Service,Ethnicity,C: Any other white background,01 To 18 Weeks,605
Elderly Medicine Service,Ethnicity,C: Any other white background,18 To 52 Weeks,140
Elderly Medicine Service,Ethnicity,C: Any other white background,Over 52 Weeks,*
Elderly Medicine Service,Ethnicity,C: Any other white background,Total,750
Elderly Medicine Service,Ethnicity,D: White and Black Caribbean,01 To 18 Weeks,15
Elderly Medicine Service,Ethnicity,D: White and Black Caribbean,18 To 52 Weeks,10
Elderly Medicine Service,Ethnicity,D: White and Black Caribbean,Total,20
Elderly Medicine Service,Ethnicity,E: White and Black African,01 To 18 Weeks,10
Elderly Medicine Service,Ethnicity,E: White and Black African,18 To 52 Weeks,*
Elderly Medicine Service,Ethnicity,E: White and Black African,Total,10
Elderly Medicine Service,Ethnicity,F: White and Asian,01 To 18 Weeks,25
Elderly Medicine Service,Ethnicity,F: White and Asian,Total,25
Elderly Medicine Service,Ethnicity,G: Any other mixed background,01 To 18 Weeks,50
Elderly Medicine Service,Ethnicity,G: Any other mixed background,18 To 52 Weeks,*
Elderly Medicine Service,Ethnicity,G: Any other mixed background,Total,55
Elderly Medicine Service,Ethnicity,H: Indian,Unknown Clock Start,*
Elderly Medicine Service,Ethnicity,H: Indian,01 To 18 Weeks,390
Elderly Medicine Service,Ethnicity,H: Indian,18 To 52 Weeks,65
Elderly Medicine Service,Ethnicity,H: Indian,Over 52 Weeks,*
Elderly Medicine Service,Ethnicity,H: Indian,Total,455
Elderly Medicine Service,Ethnicity,J: Pakistani,01 To 18 Weeks,190
Elderly Medicine Service,Ethnicity,J: Pakistani,18 To 52 Weeks,35
Elderly Medicine Service,Ethnicity,J: Pakistani,Total,225
Elderly Medicine Service,Ethnicity,K: Bangladeshi,01 To 18 Weeks,120
Elderly Medicine Service,Ethnicity,K: Bangladeshi,18 To 52 Weeks,15
Elderly Medicine Service,Ethnicity,K: Bangladeshi,Total,135
Elderly Medicine Service,Ethnicity,L: Any other Asian background,Unknown Clock Start,*
Elderly Medicine Service,Ethnicity,L: Any other Asian background,01 To 18 Weeks,205
Elderly Medicine Service,Ethnicity,L: Any other Asian background,18 To 52 Weeks,35
Elderly Medicine Service,Ethnicity,L: Any other Asian background,Total,240
Elderly Medicine Service,Ethnicity,M: Caribbean,01 To 18 Weeks,260
Elderly Medicine Service,Ethnicity,M: Caribbean,18 To 52 Weeks,45
Elderly Medicine Service,Ethnicity,M: Caribbean,Over 52 Weeks,*
Elderly Medicine Service,Ethnicity,M: Caribbean,Total,305
Elderly Medicine Service,Ethnicity,N: African,01 To 18 Weeks,145
Elderly Medicine Service,Ethnicity,N: African,18 To 52 Weeks,30
Elderly Medicine Service,Ethnicity,N: African,Total,175
Elderly Medicine Service,Ethnicity,P: Any other Black background,01 To 18 Weeks,85
Elderly Medicine Service,Ethnicity,P: Any other Black background,18 To 52 Weeks,15
Elderly Medicine Service,Ethnicity,P: Any other Black background,Total,105
Elderly Medicine Service,Ethnicity,R: Chinese,01 To 18 Weeks,55
Elderly Medicine Service,Ethnicity,R: Chinese,18 To 52 Weeks,*
Elderly Medicine Service,Ethnicity,R: Chinese,Total,60
Elderly Medicine Service,Ethnicity,S: Any other ethnic group,01 To 18 Weeks,95
Elderly Medicine Service,Ethnicity,S: Any other ethnic group,18 To 52 Weeks,25
Elderly Medicine Service,Ethnicity,S: Any other ethnic group,Total,120
Elderly Medicine Service,Ethnicity,Z: Not stated,01 To 18 Weeks,505
Elderly Medicine Service,Ethnicity,Z: Not stated,18 To 52 Weeks,80
Elderly Medicine Service,Ethnicity,Z: Not stated,Over 52 Weeks,*
Elderly Medicine Service,Ethnicity,Z: Not stated,Total,590
Elderly Medicine Service,IMD,1,01 To 18 Weeks,1980
Elderly Medicine Service,IMD,1,18 To 52 Weeks,385
Elderly Medicine Service,IMD,1,Over 52 Weeks,*
Elderly Medicine Service,IMD,1,Total,2365
Elderly Medicine Service,IMD,10,Unknown Clock Start,*
Elderly Medicine Service,IMD,10,01 To 18 Weeks,1760
Elderly Medicine Service,IMD,10,18 To 52 Weeks,410
Elderly Medicine Service,IMD,10,Over 52 Weeks,*
Elderly Medicine Service,IMD,10,Total,2175
Elderly Medicine Service,IMD,2,01 To 18 Weeks,2080
Elderly Medicine Service,IMD,2,18 To 52 Weeks,400
Elderly Medicine Service,IMD,2,Over 52 Weeks,*
Elderly Medicine Service,IMD,2,Total,2485
Elderly Medicine Service,IMD,3,01 To 18 Weeks,2080
Elderly Medicine Service,IMD,3,18 To 52 Weeks,415
Elderly Medicine Service,IMD,3,Over 52 Weeks,*
Elderly Medicine Service,IMD,3,Total,2500
Elderly Medicine Service,IMD,4,Unknown Clock Start,*
Elderly Medicine Service,IMD,4,01 To 18 Weeks,2045
Elderly Medicine Service,IMD,4,18 To 52 Weeks,420
Elderly Medicine Service,IMD,4,Over 52 Weeks,*
