Code,Name,Geography,Metric,Category,Waiting Bands,Count
ENG,ENGLAND,INDEPENDENT SECTOR,IMD,8,18 To 52 Weeks,10135
ENG,ENGLAND,INDEPENDENT SECTOR,IMD,8,Over 52 Weeks,440
ENG,ENGLAND,INDEPENDENT SECTOR,IMD,8,Total,40360
ENG,ENGLAND,INDEPENDENT SECTOR,IMD,9,Unknown Clock Start,195
ENG,ENGLAND,INDEPENDENT SECTOR,IMD,9,01 To 18 Weeks,28685
ENG,ENGLAND,INDEPENDENT SECTOR,IMD,9,18 To 52 Weeks,9770
ENG,ENGLAND,INDEPENDENT SECTOR,IMD,9,Over 52 Weeks,435
ENG,ENGLAND,INDEPENDENT SECTOR,IMD,9,Total,39085
ENG,ENGLAND,INDEPENDENT SECTOR,Sex,Female,Unknown Clock Start,2210
ENG,ENGLAND,INDEPENDENT SECTOR,Sex,Female,01 To 18 Weeks,153015
ENG,ENGLAND,INDEPENDENT SECTOR,Sex,Female,18 To 52 Weeks,51200
ENG,ENGLAND,INDEPENDENT SECTOR,Sex,Female,Over 52 Weeks,2500
ENG,ENGLAND,INDEPENDENT SECTOR,Sex,Female,Total,208925
ENG,ENGLAND,INDEPENDENT SECTOR,Sex,Male,Unknown Clock Start,1175
ENG,ENGLAND,INDEPENDENT SECTOR,Sex,Male,01 To 18 Weeks,112265
ENG,ENGLAND,INDEPENDENT SECTOR,Sex,Male,18 To 52 Weeks,38230
ENG,ENGLAND,INDEPENDENT SECTOR,Sex,Male,Over 52 Weeks,1565
ENG,ENGLAND,INDEPENDENT SECTOR,Sex,Male,Total,153235
ENG,ENGLAND,NHS ACUTE,Age,0-18 Years,Unknown Clock Start,560
ENG,ENGLAND,NHS ACUTE,Age,0-18 Years,01 To 18 Weeks,462545
ENG,ENGLAND,NHS ACUTE,Age,0-18 Years,18 To 52 Weeks,285590
ENG,ENGLAND,NHS ACUTE,Age,0-18 Years,Over 52 Weeks,23420
ENG,ENGLAND,NHS ACUTE,Age,0-18 Years,Total,772115
ENG,ENGLAND,NHS ACUTE,Age,19-64 Years,Unknown Clock Start,1775
ENG,ENGLAND,NHS ACUTE,Age,19-64 Years,01 To 18 Weeks,2182240
ENG,ENGLAND,NHS ACUTE,Age,19-64 Years,18 To 52 Weeks,1510065
ENG,ENGLAND,NHS ACUTE,Age,19-64 Years,Over 52 Weeks,118525
ENG,ENGLAND,NHS ACUTE,Age,19-64 Years,Total,3812605
ENG,ENGLAND,NHS ACUTE,Age,Over 65 Years,Unknown Clock Start,1320
ENG,ENGLAND,NHS ACUTE,Age,Over 65 Years,01 To 18 Weeks,1381375
ENG,ENGLAND,NHS ACUTE,Age,Over 65 Years,18 To 52 Weeks,786850
ENG,ENGLAND,NHS ACUTE,Age,Over 65 Years,Over 52 Weeks,56945
ENG,ENGLAND,NHS ACUTE,Age,Over 65 Years,Total,2226485
ENG,ENGLAND,NHS ACUTE,Ethnicity,99: Not known,Unknown Clock Start,60
ENG,ENGLAND,NHS ACUTE,Ethnicity,99: Not known,01 To 18 Weeks,159030
ENG,ENGLAND,NHS ACUTE,Ethnicity,99: Not known,18 To 52 Weeks,78225
ENG,ENGLAND,NHS ACUTE,Ethnicity,99: Not known,Over 52 Weeks,5170
ENG,ENGLAND,NHS ACUTE,Ethnicity,99: Not known,Total,242485
ENG,ENGLAND,NHS ACUTE,Ethnicity,A: British,Unknown Clock Start,2680
ENG,ENGLAND,NHS ACUTE,Ethnicity,A: British,01 To 18 Weeks,2857685
ENG,ENGLAND,NHS ACUTE,Ethnicity,A: British,18 To 52 Weeks,1801170
ENG,ENGLAND,NHS ACUTE,Ethnicity,A: British,Over 52 Weeks,140375
ENG,ENGLAND,NHS ACUTE,Ethnicity,A: British,Total,4801910
ENG,ENGLAND,NHS ACUTE,Ethnicity,B: Irish,Unknown Clock Start,25
ENG,ENGLAND,NHS ACUTE,Ethnicity,B: Irish,01 To 18 Weeks,24735
ENG,ENGLAND,NHS ACUTE,Ethnicity,B: Irish,18 To 52 Weeks,15340
ENG,ENGLAND,NHS ACUTE,Ethnicity,B: Irish,Over 52 Weeks,1065
ENG,ENGLAND,NHS ACUTE,Ethnicity,B: Irish,Total,41170
ENG,ENGLAND,NHS ACUTE,Ethnicity,C: Any other white background,Unknown Clock Start,275
ENG,ENGLAND,NHS ACUTE,Ethnicity,C: Any other white background,01 To 18 Weeks,251860
ENG,ENGLAND,NHS ACUTE,Ethnicity,C: Any other white background,18 To 52 Weeks,167580
ENG,ENGLAND,NHS ACUTE,Ethnicity,C: Any other white background,Over 52 Weeks,12620
ENG,ENGLAND,NHS ACUTE,Ethnicity,C: Any other white background,Total,432335
ENG,ENGLAND,NHS ACUTE,Ethnicity,D: White and Black Caribbean,Unknown Clock Start,10
ENG,ENGLAND,NHS ACUTE,Ethnicity,D: White and Black Caribbean,01 To 18 Weeks,16985
ENG,ENGLAND,NHS ACUTE,Ethnicity,D: White and Black Caribbean,18 To 52 Weeks,11430
ENG,ENGLAND,NHS ACUTE,Ethnicity,D: White and Black Caribbean,Over 52 Weeks,850
ENG,ENGLAND,NHS ACUTE,Ethnicity,D: White and Black Caribbean,Total,29275
ENG,ENGLAND,NHS ACUTE,Ethnicity,E: White and Black African,Unknown Clock Start,*
ENG,ENGLAND,NHS ACUTE,Ethnicity,E: White and Black African,01 To 18 Weeks,9740
ENG,ENGLAND,NHS ACUTE,Ethnicity,E: White and Black African,18 To 52 Weeks,6195
ENG,ENGLAND,NHS ACUTE,Ethnicity,E: White and Black African,Over 52 Weeks,535
ENG,ENGLAND,NHS ACUTE,Ethnicity,E: White and Black African,Total,16470
ENG,ENGLAND,NHS ACUTE,Ethnicity,F: White and Asian,Unknown Clock Start,25
ENG,ENGLAND,NHS ACUTE,Ethnicity,F: White and Asian,01 To 18 Weeks,13660
ENG,ENGLAND,NHS ACUTE,Ethnicity,F: White and Asian,18 To 52 Weeks,8865
ENG,ENGLAND,NHS ACUTE,Ethnicity,F: White and Asian,Over 52 Weeks,735
ENG,ENGLAND,NHS ACUTE,Ethnicity,F: White and Asian,Total,23285
ENG,ENGLAND,NHS ACUTE,Ethnicity,G: Any other mixed background,Unknown Clock Start,40
ENG,ENGLAND,NHS ACUTE,Ethnicity,G: Any other mixed background,01 To 18 Weeks,33525
ENG,ENGLAND,NHS ACUTE,Ethnicity,G: Any other mixed background,18 To 52 Weeks,22030
ENG,ENGLAND,NHS ACUTE,Ethnicity,G: Any other mixed background,Over 52 Weeks,1675
ENG,ENGLAND,NHS ACUTE,Ethnicity,G: Any other mixed background,Total,57270
ENG,ENGLAND,NHS ACUTE,Ethnicity,H: Indian,Unknown Clock Start,85
ENG,ENGLAND,NHS ACUTE,Ethnicity,H: Indian,01 To 18 Weeks,113310
ENG,ENGLAND,NHS ACUTE,Ethnicity,H: Indian,18 To 52 Weeks,74925
ENG,ENGLAND,NHS ACUTE,Ethnicity,H: Indian,Over 52 Weeks,5290
ENG,ENGLAND,NHS ACUTE,Ethnicity,H: Indian,Total,193610
ENG,ENGLAND,NHS ACUTE,Ethnicity,J: Pakistani,Unknown Clock Start,45
ENG,ENGLAND,NHS ACUTE,Ethnicity,J: Pakistani,01 To 18 Weeks,98205
ENG,ENGLAND,NHS ACUTE,Ethnicity,J: Pakistani,18 To 52 Weeks,70560
ENG,ENGLAND,NHS ACUTE,Ethnicity,J: Pakistani,Over 52 Weeks,5390
ENG,ENGLAND,NHS ACUTE,Ethnicity,J: Pakistani,Total,174205
ENG,ENGLAND,NHS ACUTE,Ethnicity,K: Bangladeshi,Unknown Clock Start,20
ENG,ENGLAND,NHS ACUTE,Ethnicity,K: Bangladeshi,01 To 18 Weeks,38485
ENG,ENGLAND,NHS ACUTE,Ethnicity,K: Bangladeshi,18 To 52 Weeks,26360
ENG,ENGLAND,NHS ACUTE,Ethnicity,K: Bangladeshi,Over 52 Weeks,2205
ENG,ENGLAND,NHS ACUTE,Ethnicity,K: Bangladeshi,Total,67070
ENG,ENGLAND,NHS ACUTE,Ethnicity,L: Any other Asian background,Unknown Clock Start,140
ENG,ENGLAND,NHS ACUTE,Ethnicity,L: Any other Asian background,01 To 18 Weeks,89330
ENG,ENGLAND,NHS ACUTE,Ethnicity,L: Any other Asian background,18 To 52 Weeks,60475
ENG,ENGLAND,NHS ACUTE,Ethnicity,L: Any other Asian background,Over 52 Weeks,4330
ENG,ENGLAND,NHS ACUTE,Ethnicity,L: Any other Asian background,Total,154275
ENG,ENGLAND,NHS ACUTE,Ethnicity,M: Caribbean,Unknown Clock Start,30
ENG,ENGLAND,NHS ACUTE,Ethnicity,M: Caribbean,01 To 18 Weeks,50430
ENG,ENGLAND,NHS ACUTE,Ethnicity,M: Caribbean,18 To 52 Weeks,32145
ENG,ENGLAND,NHS ACUTE,Ethnicity,M: Caribbean,Over 52 Weeks,2505
ENG,ENGLAND,NHS ACUTE,Ethnicity,M: Caribbean,Total,85110
ENG,ENGLAND,NHS ACUTE,Ethnicity,N: African,Unknown Clock Start,55
ENG,ENGLAND,NHS ACUTE,Ethnicity,N: African,01 To 18 Weeks,85545
ENG,ENGLAND,NHS ACUTE,Ethnicity,N: African,18 To 52 Weeks,55160
ENG,ENGLAND,NHS ACUTE,Ethnicity,N: African,Over 52 Weeks,4460
ENG,ENGLAND,NHS ACUTE,Ethnicity,N: African,Total,145225
ENG,ENGLAND,NHS ACUTE,Ethnicity,P: Any other Black background,Unknown Clock Start,50
ENG,ENGLAND,NHS ACUTE,Ethnicity,P: Any other Black background,01 To 18 Weeks,39055
ENG,ENGLAND,NHS ACUTE,Ethnicity,P: Any other Black background,18 To 52 Weeks,24915
ENG,ENGLAND,NHS ACUTE,Ethnicity,P: Any other Black background,Over 52 Weeks,1905
ENG,ENGLAND,NHS ACUTE,Ethnicity,P: Any other Black background,Total,65925
ENG,ENGLAND,NHS ACUTE,Ethnicity,R: Chinese,Unknown Clock Start,15
ENG,ENGLAND,NHS ACUTE,Ethnicity,R: Chinese,01 To 18 Weeks,17350
ENG,ENGLAND,NHS ACUTE,Ethnicity,R: Chinese,18 To 52 Weeks,10755
ENG,ENGLAND,NHS ACUTE,Ethnicity,R: Chinese,Over 52 Weeks,825
ENG,ENGLAND,NHS ACUTE,Ethnicity,R: Chinese,Total,28940
ENG,ENGLAND,NHS ACUTE,Ethnicity,S: Any other ethnic group,Unknown Clock Start,50
ENG,ENGLAND,NHS ACUTE,Ethnicity,S: Any other ethnic group,01 To 18 Weeks,47120
ENG,ENGLAND,NHS ACUTE,Ethnicity,S: Any other ethnic group,18 To 52 Weeks,31115
ENG,ENGLAND,NHS ACUTE,Ethnicity,S: Any other ethnic group,Over 52 Weeks,2285
ENG,ENGLAND,NHS ACUTE,Ethnicity,S: Any other ethnic group,Total,80570
ENG,ENGLAND,NHS ACUTE,Ethnicity,Z: Not stated,Unknown Clock Start,135
ENG,ENGLAND,NHS ACUTE,Ethnicity,Z: Not stated,01 To 18 Weeks,174895
ENG,ENGLAND,NHS ACUTE,Ethnicity,Z: Not stated,18 To 52 Weeks,108700
ENG,ENGLAND,NHS ACUTE,Ethnicity,Z: Not stated,Over 52 Weeks,7870
ENG,ENGLAND,NHS ACUTE,Ethnicity,Z: Not stated,Total,291605
ENG,ENGLAND,NHS ACUTE,IMD,1,Unknown Clock Start,225
ENG,ENGLAND,NHS ACUTE,IMD,1,01 To 18 Weeks,415955
ENG,ENGLAND,NHS ACUTE,IMD,1,18 To 52 Weeks,273450
ENG,ENGLAND,NHS ACUTE,IMD,1,Over 52 Weeks,22525
ENG,ENGLAND,NHS ACUTE,IMD,1,Total,712150
ENG,ENGLAND,NHS ACUTE,IMD,10,Unknown Clock Start,685
ENG,ENGLAND,NHS ACUTE,IMD,10,01 To 18 Weeks,348100
ENG,ENGLAND,NHS ACUTE,IMD,10,18 To 52 Weeks,216785
ENG,ENGLAND,NHS ACUTE,IMD,10,Over 52 Weeks,16135
ENG,ENGLAND,NHS ACUTE,IMD,10,Total,581700
ENG,ENGLAND,NHS ACUTE,IMD,2,Unknown Clock Start,195
ENG,ENGLAND,NHS ACUTE,IMD,2,01 To 18 Weeks,422785
ENG,ENGLAND,NHS ACUTE,IMD,2,18 To 52 Weeks,271395
ENG,ENGLAND,NHS ACUTE,IMD,2,Over 52 Weeks,20920
ENG,ENGLAND,NHS ACUTE,IMD,2,Total,715300
ENG,ENGLAND,NHS ACUTE,IMD,3,Unknown Clock Start,295
ENG,ENGLAND,NHS ACUTE,IMD,3,01 To 18 Weeks,418990
ENG,ENGLAND,NHS ACUTE,IMD,3,18 To 52 Weeks,268980
ENG,ENGLAND,NHS ACUTE,IMD,3,Over 52 Weeks,20980
ENG,ENGLAND,NHS ACUTE,IMD,3,Total,709245
ENG,ENGLAND,NHS ACUTE,IMD,4,Unknown Clock Start,365
ENG,ENGLAND,NHS ACUTE,IMD,4,01 To 18 Weeks,411295
ENG,ENGLAND,NHS ACUTE,IMD,4,18 To 52 Weeks,265245
ENG,ENGLAND,NHS ACUTE,IMD,4,Over 52 Weeks,20535
ENG,ENGLAND,NHS ACUTE,IMD,4,Total,697445
ENG,ENGLAND,NHS ACUTE,IMD,5,Unknown Clock Start,255
ENG,ENGLAND,NHS ACUTE,IMD,5,01 To 18 Weeks,403605
ENG,ENGLAND,NHS ACUTE,IMD,5,18 To 52 Weeks,257700
ENG,ENGLAND,NHS ACUTE,IMD,5,Over 52 Weeks,20025
ENG,ENGLAND,NHS ACUTE,IMD,5,Total,681585
ENG,ENGLAND,NHS ACUTE,IMD,6,Unknown Clock Start,285
ENG,ENGLAND,NHS ACUTE,IMD,6,01 To 18 Weeks,402795
ENG,ENGLAND,NHS ACUTE,IMD,6,18 To 52 Weeks,256535
ENG,ENGLAND,NHS ACUTE,IMD,6,Over 52 Weeks,19400
ENG,ENGLAND,NHS ACUTE,IMD,6,Total,679015
ENG,ENGLAND,NHS ACUTE,IMD,7,Unknown Clock Start,430
ENG,ENGLAND,NHS ACUTE,IMD,7,01 To 18 Weeks,389625
ENG,ENGLAND,NHS ACUTE,IMD,7,18 To 52 Weeks,245355
ENG,ENGLAND,NHS ACUTE,IMD,7,Over 52 Weeks,18445
ENG,ENGLAND,NHS ACUTE,IMD,7,Total,653855
ENG,ENGLAND,NHS ACUTE,IMD,8,Unknown Clock Start,410
ENG,ENGLAND,NHS ACUTE,IMD,8,01 To 18 Weeks,384910
ENG,ENGLAND,NHS ACUTE,IMD,8,18 To 52 Weeks,244130
ENG,ENGLAND,NHS ACUTE,IMD,8,Over 52 Weeks,18440
ENG,ENGLAND,NHS ACUTE,IMD,8,Total,647890
ENG,ENGLAND,NHS ACUTE,IMD,9,Unknown Clock Start,515
ENG,ENGLAND,NHS ACUTE,IMD,9,01 To 18 Weeks,374660
ENG,ENGLAND,NHS ACUTE,IMD,9,18 To 52 Weeks,234900
ENG,ENGLAND,NHS ACUTE,IMD,9,Over 52 Weeks,17985
ENG,ENGLAND,NHS ACUTE,IMD,9,Total,628060
ENG,ENGLAND,NHS ACUTE,Sex,Female,Unknown Clock Start,1705
ENG,ENGLAND,NHS ACUTE,Sex,Female,01 To 18 Weeks,2161700
ENG,ENGLAND,NHS ACUTE,Sex,Female,18 To 52 Weeks,1408445
ENG,ENGLAND,NHS ACUTE,Sex,Female,Over 52 Weeks,109865
ENG,ENGLAND,NHS ACUTE,Sex,Female,Total,3681715
ENG,ENGLAND,NHS ACUTE,Sex,Male,Unknown Clock Start,1490
ENG,ENGLAND,NHS ACUTE,Sex,Male,01 To 18 Weeks,1656535
ENG,ENGLAND,NHS ACUTE,Sex,Male,18 To 52 Weeks,1045720
ENG,ENGLAND,NHS ACUTE,Sex,Male,Over 52 Weeks,79490
ENG,ENGLAND,NHS ACUTE,Sex,Male,Total,2783240
ENG,ENGLAND,OTHER,Age,0-18 Years,01 To 18 Weeks,730
ENG,ENGLAND,OTHER,Age,0-18 Years,18 To 52 Weeks,365
ENG,ENGLAND,OTHER,Age,0-18 Years,Over 52 Weeks,145
ENG,ENGLAND,OTHER,Age,0-18 Years,Total,1240
ENG,ENGLAND,OTHER,Age,19-64 Years,Unknown Clock Start,50
ENG,ENGLAND,OTHER,Age,19-64 Years,01 To 18 Weeks,13180
ENG,ENGLAND,OTHER,Age,19-64 Years,18 To 52 Weeks,3155
ENG,ENGLAND,OTHER,Age,19-64 Years,Over 52 Weeks,715
ENG,ENGLAND,OTHER,Age,19-64 Years,Total,17100
ENG,ENGLAND,OTHER,Age,Over 65 Years,Unknown Clock Start,50
ENG,ENGLAND,OTHER,Age,Over 65 Years,01 To 18 Weeks,7660
ENG,ENGLAND,OTHER,Age,Over 65 Years,18 To 52 Weeks,1770
ENG,ENGLAND,OTHER,Age,Over 65 Years,Over 52 Weeks,360
ENG,ENGLAND,OTHER,Age,Over 65 Years,Total,9845
ENG,ENGLAND,OTHER,Ethnicity,99: Not known,01 To 18 Weeks,495
ENG,ENGLAND,OTHER,Ethnicity,99: Not known,18 To 52 Weeks,75
ENG,ENGLAND,OTHER,Ethnicity,99: Not known,Over 52 Weeks,*
ENG,ENGLAND,OTHER,Ethnicity,99: Not known,Total,570
ENG,ENGLAND,OTHER,Ethnicity,A: British,Unknown Clock Start,85
ENG,ENGLAND,OTHER,Ethnicity,A: British,01 To 18 Weeks,18755
ENG,ENGLAND,OTHER,Ethnicity,A: British,18 To 52 Weeks,4525
ENG,ENGLAND,OTHER,Ethnicity,A: British,Over 52 Weeks,1025
ENG,ENGLAND,OTHER,Ethnicity,A: British,Total,24395
ENG,ENGLAND,OTHER,Ethnicity,B: Irish,Unknown Clock Start,*
ENG,ENGLAND,OTHER,Ethnicity,B: Irish,01 To 18 Weeks,55
ENG,ENGLAND,OTHER,Ethnicity,B: Irish,18 To 52 Weeks,20
ENG,ENGLAND,OTHER,Ethnicity,B: Irish,Over 52 Weeks,*
ENG,ENGLAND,OTHER,Ethnicity,B: Irish,Total,80
ENG,ENGLAND,OTHER,Ethnicity,C: Any other white background,Unknown Clock Start,*
ENG,ENGLAND,OTHER,Ethnicity,C: Any other white background,01 To 18 Weeks,635
ENG,ENGLAND,OTHER,Ethnicity,C: Any other white background,18 To 52 Weeks,175
ENG,ENGLAND,OTHER,Ethnicity,C: Any other white background,Over 52 Weeks,50
ENG,ENGLAND,OTHER,Ethnicity,C: Any other white background,Total,860
ENG,ENGLAND,OTHER,Ethnicity,D: White and Black Caribbean,01 To 18 Weeks,50
ENG,ENGLAND,OTHER,Ethnicity,D: White and Black Caribbean,18 To 52 Weeks,10
ENG,ENGLAND,OTHER,Ethnicity,D: White and Black Caribbean,Over 52 Weeks,*
ENG,ENGLAND,OTHER,Ethnicity,D: White and Black Caribbean,Total,60
ENG,ENGLAND,OTHER,Ethnicity,E: White and Black African,01 To 18 Weeks,25
ENG,ENGLAND,OTHER,Ethnicity,E: White and Black African,18 To 52 Weeks,10
ENG,ENGLAND,OTHER,Ethnicity,E: White and Black African,Over 52 Weeks,*
ENG,ENGLAND,OTHER,Ethnicity,E: White and Black African,Total,35
ENG,ENGLAND,OTHER,Ethnicity,F: White and Asian,Unknown Clock Start,*
ENG,ENGLAND,OTHER,Ethnicity,F: White and Asian,01 To 18 Weeks,50
ENG,ENGLAND,OTHER,Ethnicity,F: White and Asian,18 To 52 Weeks,10
ENG,ENGLAND,OTHER,Ethnicity,F: White and Asian,Over 52 Weeks,*
ENG,ENGLAND,OTHER,Ethnicity,F: White and Asian,Total,60
ENG,ENGLAND,OTHER,Ethnicity,G: Any other mixed background,01 To 18 Weeks,115
ENG,ENGLAND,OTHER,Ethnicity,G: Any other mixed background,18 To 52 Weeks,35
ENG,ENGLAND,OTHER,Ethnicity,G: Any other mixed background,Over 52 Weeks,10
ENG,ENGLAND,OTHER,Ethnicity,G: Any other mixed background,Total,160
ENG,ENGLAND,OTHER,Ethnicity,H: Indian,Unknown Clock Start,*
ENG,ENGLAND,OTHER,Ethnicity,H: Indian,01 To 18 Weeks,190
ENG,ENGLAND,OTHER,Ethnicity,H: Indian,18 To 52 Weeks,55
ENG,ENGLAND,OTHER,Ethnicity,H: Indian,Over 52 Weeks,10
ENG,ENGLAND,OTHER,Ethnicity,H: Indian,Total,255
ENG,ENGLAND,OTHER,Ethnicity,J: Pakistani,01 To 18 Weeks,130
ENG,ENGLAND,OTHER,Ethnicity,J: Pakistani,18 To 52 Weeks,30
ENG,ENGLAND,OTHER,Ethnicity,J: Pakistani,Over 52 Weeks,*
ENG,ENGLAND,OTHER,Ethnicity,J: Pakistani,Total,165
ENG,ENGLAND,OTHER,Ethnicity,K: Bangladeshi,01 To 18 Weeks,25
ENG,ENGLAND,OTHER,Ethnicity,K: Bangladeshi,18 To 52 Weeks,*
ENG,ENGLAND,OTHER,Ethnicity,K: Bangladeshi,Over 52 Weeks,*
ENG,ENGLAND,OTHER,Ethnicity,K: Bangladeshi,Total,30
ENG,ENGLAND,OTHER,Ethnicity,L: Any other Asian background,01 To 18 Weeks,130
ENG,ENGLAND,OTHER,Ethnicity,L: Any other Asian background,18 To 52 Weeks,30
ENG,ENGLAND,OTHER,Ethnicity,L: Any other Asian background,Over 52 Weeks,10
ENG,ENGLAND,OTHER,Ethnicity,L: Any other Asian background,Total,170
ENG,ENGLAND,OTHER,Ethnicity,M: Caribbean,Unknown Clock Start,*
ENG,ENGLAND,OTHER,Ethnicity,M: Caribbean,01 To 18 Weeks,60
ENG,ENGLAND,OTHER,Ethnicity,M: Caribbean,18 To 52 Weeks,10
ENG,ENGLAND,OTHER,Ethnicity,M: Caribbean,Over 52 Weeks,*
ENG,ENGLAND,OTHER,Ethnicity,M: Caribbean,Total,75
ENG,ENGLAND,OTHER,Ethnicity,N: African,Unknown Clock Start,*
ENG,ENGLAND,OTHER,Ethnicity,N: African,01 To 18 Weeks,115
ENG,ENGLAND,OTHER,Ethnicity,N: African,18 To 52 Weeks,20
ENG,ENGLAND,OTHER,Ethnicity,N: African,Over 52 Weeks,*
ENG,ENGLAND,OTHER,Ethnicity,N: African,Total,140
ENG,ENGLAND,OTHER,Ethnicity,P: Any other Black background,01 To 18 Weeks,45
ENG,ENGLAND,OTHER,Ethnicity,P: Any other Black background,18 To 52 Weeks,10
ENG,ENGLAND,OTHER,Ethnicity,P: Any other Black background,Over 52 Weeks,*
ENG,ENGLAND,OTHER,Ethnicity,P: Any other Black background,Total,55
ENG,ENGLAND,OTHER,Ethnicity,R: Chinese,Unknown Clock Start,*
ENG,ENGLAND,OTHER,Ethnicity,R: Chinese,01 To 18 Weeks,35
ENG,ENGLAND,OTHER,Ethnicity,R: Chinese,18 To 52 Weeks,15
ENG,ENGLAND,OTHER,Ethnicity,R: Chinese,Over 52 Weeks,10
ENG,ENGLAND,OTHER,Ethnicity,R: Chinese,Total,55
ENG,ENGLAND,OTHER,Ethnicity,S: Any other ethnic group,01 To 18 Weeks,95
ENG,ENGLAND,OTHER,Ethnicity,S: Any other ethnic group,18 To 52 Weeks,25
ENG,ENGLAND,OTHER,Ethnicity,S: Any other ethnic group,Over 52 Weeks,10
ENG,ENGLAND,OTHER,Ethnicity,S: Any other ethnic group,Total,130
ENG,ENGLAND,OTHER,Ethnicity,Z: Not stated,Unknown Clock Start,*
ENG,ENGLAND,OTHER,Ethnicity,Z: Not stated,01 To 18 Weeks,780
ENG,ENGLAND,OTHER,Ethnicity,Z: Not stated,18 To 52 Weeks,235
ENG,ENGLAND,OTHER,Ethnicity,Z: Not stated,Over 52 Weeks,85
ENG,ENGLAND,OTHER,Ethnicity,Z: Not stated,Total,1110
ENG,ENGLAND,OTHER,IMD,1,01 To 18 Weeks,1990
ENG,ENGLAND,OTHER,IMD,1,18 To 52 Weeks,360
ENG,ENGLAND,OTHER,IMD,1,Over 52 Weeks,75
ENG,ENGLAND,OTHER,IMD,1,Total,2430
ENG,ENGLAND,OTHER,IMD,10,Unknown Clock Start,20
ENG,ENGLAND,OTHER,IMD,10,01 To 18 Weeks,1930
ENG,ENGLAND,OTHER,IMD,10,18 To 52 Weeks,545
ENG,ENGLAND,OTHER,IMD,10,Over 52 Weeks,180
ENG,ENGLAND,OTHER,IMD,10,Total,2675
ENG,ENGLAND,OTHER,IMD,2,Unknown Clock Start,*
ENG,ENGLAND,OTHER,IMD,2,01 To 18 Weeks,1885
ENG,ENGLAND,OTHER,IMD,2,18 To 52 Weeks,335
ENG,ENGLAND,OTHER,IMD,2,Over 52 Weeks,105
ENG,ENGLAND,OTHER,IMD,2,Total,2325
ENG,ENGLAND,OTHER,IMD,3,Unknown Clock Start,*
ENG,ENGLAND,OTHER,IMD,3,01 To 18 Weeks,1920
ENG,ENGLAND,OTHER,IMD,3,18 To 52 Weeks,325
ENG,ENGLAND,OTHER,IMD,3,Over 52 Weeks,80
ENG,ENGLAND,OTHER,IMD,3,Total,2325
ENG,ENGLAND,OTHER,IMD,4,Unknown Clock Start,*
ENG,ENGLAND,OTHER,IMD,4,01 To 18 Weeks,2385
ENG,ENGLAND,OTHER,IMD,4,18 To 52 Weeks,715
ENG,ENGLAND,OTHER,IMD,4,Over 52 Weeks,125
ENG,ENGLAND,OTHER,IMD,4,Total,3225
ENG,ENGLAND,OTHER,IMD,5,Unknown Clock Start,10
ENG,ENGLAND,OTHER,IMD,5,01 To 18 Weeks,2180
ENG,ENGLAND,OTHER,IMD,5,18 To 52 Weeks,530
ENG,ENGLAND,OTHER,IMD,5,Over 52 Weeks,65
ENG,ENGLAND,OTHER,IMD,5,Total,2785
ENG,ENGLAND,OTHER,IMD,6,Unknown Clock Start,20
ENG,ENGLAND,OTHER,IMD,6,01 To 18 Weeks,2320
ENG,ENGLAND,OTHER,IMD,6,18 To 52 Weeks,560
ENG,ENGLAND,OTHER,IMD,6,Over 52 Weeks,80
ENG,ENGLAND,OTHER,IMD,6,Total,2975
ENG,ENGLAND,OTHER,IMD,7,Unknown Clock Start,15
ENG,ENGLAND,OTHER,IMD,7,01 To 18 Weeks,2300
ENG,ENGLAND,OTHER,IMD,7,18 To 52 Weeks,610
ENG,ENGLAND,OTHER,IMD,7,Over 52 Weeks,95
ENG,ENGLAND,OTHER,IMD,7,Total,3025
ENG,ENGLAND,OTHER,IMD,8,Unknown Clock Start,15
ENG,ENGLAND,OTHER,IMD,8,01 To 18 Weeks,2265
ENG,ENGLAND,OTHER,IMD,8,18 To 52 Weeks,610
ENG,ENGLAND,OTHER,IMD,8,Over 52 Weeks,190
ENG,ENGLAND,OTHER,IMD,8,Total,3080
ENG,ENGLAND,OTHER,IMD,9,Unknown Clock Start,10
ENG,ENGLAND,OTHER,IMD,9,01 To 18 Weeks,2205
ENG,ENGLAND,OTHER,IMD,9,18 To 52 Weeks,540
ENG,ENGLAND,OTHER,IMD,9,Over 52 Weeks,205
ENG,ENGLAND,OTHER,IMD,9,Total,2965
ENG,ENGLAND,OTHER,Sex,Female,Unknown Clock Start,60
ENG,ENGLAND,OTHER,Sex,Female,01 To 18 Weeks,13025
ENG,ENGLAND,OTHER,Sex,Female,18 To 52 Weeks,3255
ENG,ENGLAND,OTHER,Sex,Female,Over 52 Weeks,730
ENG,ENGLAND,OTHER,Sex,Female,Total,17070
ENG,ENGLAND,OTHER,Sex,Male,Unknown Clock Start,45
ENG,ENGLAND,OTHER,Sex,Male,01 To 18 Weeks,8540
ENG,ENGLAND,OTHER,Sex,Male,18 To 52 Weeks,2030
ENG,ENGLAND,OTHER,Sex,Male,Over 52 Weeks,495
ENG,ENGLAND,OTHER,Sex,Male,Total,11110
Y61,EAST OF ENGLAND,NHS ACUTE,Age,0-18 Years,01 To 18 Weeks,56050
Y61,EAST OF ENGLAND,NHS ACUTE,Age,0-18 Years,18 To 52 Weeks,38085
Y61,EAST OF ENGLAND,NHS ACUTE,Age,0-18 Years,Over 52 Weeks,4455
